type,datum,NIS,kieskring,mandaten,"ingeschreven
kiezers",stembiljetten,blanco&ongeldig,lijstnr,lijst,"aantal
kandidaten",lijststemmen cat.1,lijststemmen cat.2,stemcijfer,verkiesbaarheidscijfer,verkregen zetels
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,6,Open Vld,35,436,4743,5179,4532,7
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,7,SterK Sint-Truiden,35,228,775,1003,,0
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,8,Redt de fruitstreek,1,137,166,303,,0
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,9,STadsBelang,27,395,659,1054,,0
CG,14/10/2018,71053,Sint-Truiden,35,32099,29594,982,10,PVDA+,9,197,285,482,,0
CG,14/10/2018,34043,Spiere-Helkijn,11,1511,1451,104,7,TeAm+,11,139,491,630,525,5
CG,14/10/2018,34043,Spiere-Helkijn,11,1511,1451,104,8,LB-2018,11,133,584,717,615,6
CG,14/10/2018,11044,Stabroek,25,14242,13126,541,1,sp.a-GROEN,25,597,1170,1767,1326,3
CG,14/10/2018,11044,Stabroek,25,14242,13126,541,2,N-VA,25,1472,3142,4614,4230,11
CG,14/10/2018,11044,Stabroek,25,14242,13126,541,3,CD&V,25,331,1934,2265,1812,4
CG,14/10/2018,11044,Stabroek,25,14242,13126,541,5,VLAAMS BELANG,25,915,1627,2542,2119,5
CG,14/10/2018,11044,Stabroek,25,14242,13126,541,6,Open Vld,25,274,1123,1397,932,2
CG,14/10/2018,36019,Staden,21,8801,8362,395,2,N-VA,19,254,476,730,365,1
CG,14/10/2018,36019,Staden,21,8801,8362,395,3,CD&V,21,302,1712,2014,1727,6
CG,14/10/2018,36019,Staden,21,8801,8362,395,6,Open Vld,21,416,3892,4308,4001,13
CG,14/10/2018,36019,Staden,21,8801,8362,395,7,WESTAON,11,164,438,602,301,1
CG,14/10/2018,36019,Staden,21,8801,8362,395,8,Lijst Neutraal,5,88,225,313,,0
CG,14/10/2018,23081,Steenokkerzeel,23,8990,8348,339,1,sp.a,23,150,552,702,351,1
CG,14/10/2018,23081,Steenokkerzeel,23,8990,8348,339,3,CD&V,23,141,515,656,328,1
CG,14/10/2018,23081,Steenokkerzeel,23,8990,8348,339,4,Groen,23,334,763,1097,823,3
CG,14/10/2018,23081,Steenokkerzeel,23,8990,8348,339,7,KLAVER-N-VA,23,834,3268,4102,3829,14
CG,14/10/2018,23081,Steenokkerzeel,23,8990,8348,339,8,LVB,23,193,1259,1452,1162,4
CG,14/10/2018,46024,Stekene,25,14097,13170,570,1,sp.a,25,199,477,676,,0
CG,14/10/2018,46024,Stekene,25,14097,13170,570,3,CD&V,25,335,1657,1992,1594,4
CG,14/10/2018,46024,Stekene,25,14097,13170,570,4,Groen,25,689,1599,2288,1831,4
CG,14/10/2018,46024,Stekene,25,14097,13170,570,5,VLAAMS BELANG,25,1063,960,2023,1619,4
CG,14/10/2018,46024,Stekene,25,14097,13170,570,7,Gemeentebelangen,25,1192,4429,5621,5220,13
CG,14/10/2018,46025,Temse,29,22169,20600,659,2,N-VA,29,1500,2833,4333,3792,7
CG,14/10/2018,46025,Temse,29,22169,20600,659,3,CD&V,29,444,4440,4884,4342,8
CG,14/10/2018,46025,Temse,29,22169,20600,659,4,Groen,29,688,1179,1867,1245,2
CG,14/10/2018,46025,Temse,29,22169,20600,659,5,VLAAMS BELANG,29,1108,1941,3049,2440,4
CG,14/10/2018,46025,Temse,29,22169,20600,659,6,Open Vld,29,473,2499,2972,2378,4
CG,14/10/2018,46025,Temse,29,22169,20600,659,7,TESAMEN,29,560,2140,2700,2160,4
CG,14/10/2018,46025,Temse,29,22169,20600,659,8,PATRICK,1,60,76,136,,0
CG,14/10/2018,23086,Ternat,25,11994,11465,316,1,sp.aGroenXL,25,252,973,1225,817,2
CG,14/10/2018,23086,Ternat,25,11994,11465,316,2,N-VA,25,550,1356,1906,1589,5
CG,14/10/2018,23086,Ternat,25,11994,11465,316,3,CD&V en Volks,25,254,3218,3472,3125,9
CG,14/10/2018,23086,Ternat,25,11994,11465,316,5,VLAAMS BELANG,6,256,300,556,,0
CG,14/10/2018,23086,Ternat,25,11994,11465,316,6,Open Vld +,25,153,983,1136,758,2
CG,14/10/2018,23086,Ternat,25,11994,11465,316,7,Voor Ternat,25,358,2496,2854,2498,7
CG,14/10/2018,24104,Tervuren,27,13593,12446,340,2,N-VA,27,601,3004,3605,3245,9
CG,14/10/2018,24104,Tervuren,27,13593,12446,340,3,CD&V,27,260,1671,1931,1545,4
CG,14/10/2018,24104,Tervuren,27,13593,12446,340,4,Groen+,27,716,1918,2634,2258,6
CG,14/10/2018,24104,Tervuren,27,13593,12446,340,7,OPEN TERVUREN,27,421,1637,2058,1647,4
CG,14/10/2018,24104,Tervuren,27,13593,12446,340,8,Tervuren Unie,17,639,1239,1878,1503,4
CG,14/10/2018,71057,Tessenderlo,25,14598,13624,705,1,sp.a-SPiL,25,406,3383,3789,3411,9
CG,14/10/2018,71057,Tessenderlo,25,14598,13624,705,2,N-VA,25,801,1529,2330,1942,5
CG,14/10/2018,71057,Tessenderlo,25,14598,13624,705,3,CD&V,25,356,2441,2797,2398,6
CG,14/10/2018,71057,Tessenderlo,25,14598,13624,705,4,Groen,25,303,831,1134,567,1
CG,14/10/2018,71057,Tessenderlo,25,14598,13624,705,6,Open Vld,25,205,1174,1379,920,2
CG,14/10/2018,71057,Tessenderlo,25,14598,13624,705,7,LOOI.nu,25,428,1062,1490,994,2
CG,14/10/2018,37015,Tielt,27,15780,14801,820,1,sp.a,27,293,1311,1604,1070,2
CG,14/10/2018,37015,Tielt,27,15780,14801,820,2,N-VA/Open Vld Tielt,27,807,2602,3409,2983,7
CG,14/10/2018,37015,Tielt,27,15780,14801,820,3,CD&V,27,616,5087,5703,5296,13
CG,14/10/2018,37015,Tielt,27,15780,14801,820,4,Groen,14,435,494,929,465,1
CG,14/10/2018,37015,Tielt,27,15780,14801,820,7,Iedereen Tielt,27,603,1733,2336,1869,4
CG,14/10/2018,24135,Tielt-Winge,21,8461,7997,402,2,N-VA,21,717,616,1333,1067,4
CG,14/10/2018,24135,Tielt-Winge,21,8461,7997,402,3,CD&V,21,318,1275,1593,1328,5
CG,14/10/2018,24135,Tielt-Winge,21,8461,7997,402,4,Groen,21,425,303,728,364,1
CG,14/10/2018,24135,Tielt-Winge,21,8461,7997,402,6,Open Vld,21,349,2034,2383,2086,7
CG,14/10/2018,24135,Tielt-Winge,21,8461,7997,402,7,SAMEN,21,293,1265,1558,1247,4
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,1,sp.a,31,589,3063,3652,3044,5
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,2,N-VA,31,1335,1990,3325,2771,5
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,3,CD&V,31,685,4198,4883,4341,8
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,4,Groen,31,907,1293,2200,1650,3
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,5,VLAAMS BELANG,29,982,627,1609,1073,2
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,6,Open Vld,31,608,2268,2876,2301,4
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,7,Tienen Vooruit!,31,458,2187,2645,2116,4
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,8,Tienen Plus,31,91,658,749,,0
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,9,JES Jong En Sexy,5,78,79,157,,0
CG,14/10/2018,24107,Tienen,31,26171,23892,1359,10,PVDA,12,235,202,437,,0
CG,14/10/2018,73083,Tongeren,31,24249,22583,899,1,sp.a,31,572,5366,5938,5345,9
CG,14/10/2018,73083,Tongeren,31,24249,22583,899,2,N-VA,31,849,2131,2980,2384,4
CG,14/10/2018,73083,Tongeren,31,24249,22583,899,4,Groen,31,654,1171,1825,1217,2
CG,14/10/2018,73083,Tongeren,31,24249,22583,899,5,VLAAMS BELANG,9,1037,1130,2167,1445,2
CG,14/10/2018,73083,Tongeren,31,24249,22583,899,7,Tongeren.nu VLD CD&V,31,739,7858,8597,8024,14
CG,14/10/2018,73083,Tongeren,31,24249,22583,899,8,Referendum partij,3,72,105,177,,0
CG,14/10/2018,31033,Torhout,27,16122,15094,869,1,sp.a,27,599,1450,2049,1537,3
CG,14/10/2018,31033,Torhout,27,16122,15094,869,2,N-VA,27,851,2177,3028,2596,6
CG,14/10/2018,31033,Torhout,27,16122,15094,869,3,CD&V,27,681,5739,6420,5992,14
CG,14/10/2018,31033,Torhout,27,16122,15094,869,4,Groen,27,698,1369,2067,1654,4
CG,14/10/2018,31033,Torhout,27,16122,15094,869,6,Open Vld,21,281,380,661,,0
CG,14/10/2018,24109,Tremelo,23,11882,10951,339,1,sp.a,23,169,776,945,473,1
CG,14/10/2018,24109,Tremelo,23,11882,10951,339,2,N-VA,23,656,792,1448,1086,3
CG,14/10/2018,24109,Tremelo,23,11882,10951,339,3,CD&V,23,282,2971,3253,2892,8
CG,14/10/2018,24109,Tremelo,23,11882,10951,339,4,Groen,23,446,692,1138,759,2
CG,14/10/2018,24109,Tremelo,23,11882,10951,339,5,VLAAMS BELANG,23,433,695,1128,752,2
CG,14/10/2018,24109,Tremelo,23,11882,10951,339,6,Open Vld,23,335,2365,2700,2363,7
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,1,sp.a,35,613,3049,3662,3052,5
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,2,N-VA,35,1488,3358,4846,4308,8
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,3,CD&V,35,561,2629,3190,2552,4
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,4,Groen,35,922,2273,3195,2556,4
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,5,VLAAMS BELANG,29,1584,3076,4660,4078,7
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,6,Open Vld,35,414,1141,1555,778,1
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,7,TIM,35,563,2991,3554,2962,5
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,8,PVDA,35,360,1034,1394,697,1
CG,14/10/2018,13040,Turnhout,35,30146,27546,980,9,Stadsbelangen,26,72,438,510,,0
CG,14/10/2018,38025,Veurne,21,9551,8929,439,2,N-VA,21,299,1980,2279,1954,6
CG,14/10/2018,38025,Veurne,21,9551,8929,439,3,CD&V,21,168,2141,2309,1980,6
CG,14/10/2018,38025,Veurne,21,9551,8929,439,7,!NSPRAAK,21,196,868,1064,710,2
CG,14/10/2018,38025,Veurne,21,9551,8929,439,8,Veurne Plus,21,338,2500,2838,2484,7
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,1,sp.a-Groen,35,1130,6640,7770,7215,13
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,2,N-VA,35,1267,1763,3030,2424,4
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,3,CD&V,35,431,2704,3135,2613,5
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,5,VLAAMS BELANG,12,776,1134,1910,1274,2
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,6,Open Vld,35,820,4253,5073,4510,8
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,7,UF,35,706,1197,1903,1269,2
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,8,VOLUIT RESPECT!,17,64,393,457,,0
CG,14/10/2018,23088,Vilvoorde,35,28424,25638,1193,9,PVDA*PTB,19,359,808,1167,584,1
CG,14/10/2018,33041,Vleteren,13,2815,2665,126,2,N-VA,13,79,122,201,,0
CG,14/10/2018,33041,Vleteren,13,2815,2665,126,7,LVP,13,243,1337,1580,1422,9
CG,14/10/2018,33041,Vleteren,13,2815,2665,126,8,VLETEREN ACTIEF,13,118,640,758,607,4
CG,14/10/2018,73109,Voeren,15,3182,3024,111,7,VOERBELANGEN,15,90,1748,1838,1671,10
CG,14/10/2018,73109,Voeren,15,3182,3024,111,8,RAL,15,78,997,1075,896,5
CG,14/10/2018,13044,Vorselaar,19,6282,5970,252,3,CD&V Vorselaar,19,247,1270,1517,1214,4
CG,14/10/2018,13044,Vorselaar,19,6282,5970,252,7,ACTIEV,19,643,3558,4201,3939,15
CG,14/10/2018,13046,Vosselaar,21,8459,7981,366,1,sp.a,21,168,498,666,333,1
CG,14/10/2018,13046,Vosselaar,21,8459,7981,366,2,N-VA,21,657,1750,2407,2140,8
CG,14/10/2018,13046,Vosselaar,21,8459,7981,366,3,CD&V,21,432,2136,2568,2283,8
CG,14/10/2018,13046,Vosselaar,21,8459,7981,366,7,V!SIE op Vosselaar,21,193,764,957,638,2
CG,14/10/2018,13046,Vosselaar,21,8459,7981,366,8,Vosselaar Vooruit,21,231,786,1017,678,2
CG,14/10/2018,42023,Waasmunster,21,8398,7844,219,2,N-VA,21,524,704,1228,921,3
CG,14/10/2018,42023,Waasmunster,21,8398,7844,219,3,CD&V / Burgemeester,21,383,2462,2845,2561,9
CG,14/10/2018,42023,Waasmunster,21,8398,7844,219,4,Groen,21,266,411,677,339,1
CG,14/10/2018,42023,Waasmunster,21,8398,7844,219,5,VLAAMS BELANG,5,338,201,539,270,1
CG,14/10/2018,42023,Waasmunster,21,8398,7844,219,6,Open Vld,21,469,1867,2336,2044,7
CG,14/10/2018,44073,Wachtebeke,19,5962,5506,304,2,N-VA,19,373,404,777,518,2
CG,14/10/2018,44073,Wachtebeke,19,5962,5506,304,3,CD&V,19,182,686,868,651,3
CG,14/10/2018,44073,Wachtebeke,19,5962,5506,304,6,Open Vld,19,244,1029,1273,1061,5
CG,14/10/2018,44073,Wachtebeke,19,5962,5506,304,7,ANDERS,19,567,1717,2284,2056,9
CG,14/10/2018,34040,Waregem,33,29736,28058,1302,1,sp.a,33,657,1100,1757,879,1
CG,14/10/2018,34040,Waregem,33,29736,28058,1302,2,N-VA/Open Vld,33,2107,3646,5753,5034,7
CG,14/10/2018,34040,Waregem,33,29736,28058,1302,3,CD&V,33,1475,12233,13708,13056,20
CG,14/10/2018,34040,Waregem,33,29736,28058,1302,4,Groen,33,1269,1942,3211,2409,3
CG,14/10/2018,34040,Waregem,33,29736,28058,1302,5,VLAAMS BELANG,11,1420,907,2327,1552,2
CG,14/10/2018,73098,Wellen,19,5974,5741,251,1,sp.a-rob,19,226,1821,2047,1843,9
CG,14/10/2018,73098,Wellen,19,5974,5741,251,2,N-VA,13,221,345,566,283,1
CG,14/10/2018,73098,Wellen,19,5974,5741,251,3,CD&V,19,92,883,975,732,3
CG,14/10/2018,73098,Wellen,19,5974,5741,251,6,Open Vld,19,106,1029,1135,908,4
CG,14/10/2018,73098,Wellen,19,5974,5741,251,7,VOOR ALLE WELLENAREN,10,108,493,601,401,2
CG,14/10/2018,73098,Wellen,19,5974,5741,251,8,GeVeWe,3,47,119,166,,0
CG,14/10/2018,23102,Wemmel,25,11061,9724,755,7,LB Wemmel,25,614,3624,4238,3912,12
CG,14/10/2018,23102,Wemmel,25,11061,9724,755,8,Intérêts Communaux,25,502,1778,2280,1955,6
CG,14/10/2018,23102,Wemmel,25,11061,9724,755,9,Wemmel Plus!,25,511,1940,2451,2145,7
CG,14/10/2018,33029,Wervik,25,13936,13054,1038,1,sp.a,25,698,3326,4024,3622,9
CG,14/10/2018,33029,Wervik,25,13936,13054,1038,2,N-VA,25,614,1237,1851,1389,3
CG,14/10/2018,33029,Wervik,25,13936,13054,1038,3,CD&V,25,495,2449,2944,2524,6
CG,14/10/2018,33029,Wervik,25,13936,13054,1038,7,OPEN VLD-GROEN-PP,25,636,2561,3197,2798,7
CG,14/10/2018,13049,Westerlo,27,19653,18473,615,2,N-VA,27,805,3259,4064,3484,6
CG,14/10/2018,13049,Westerlo,27,19653,18473,615,3,CD&V,27,646,7458,8104,7564,14
CG,14/10/2018,13049,Westerlo,27,19653,18473,615,4,Groen,27,524,1008,1532,766,1
CG,14/10/2018,13049,Westerlo,27,19653,18473,615,5,VLAAMS BELANG,11,650,945,1595,1064,2
CG,14/10/2018,13049,Westerlo,27,19653,18473,615,7,OPEN & Positief Wlo,27,389,2174,2563,2051,4
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,1,sp.a plus,23,372,660,1032,516,1
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,2,N-VA,29,841,1883,2724,2270,5
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,3,CD&V,29,522,3222,3744,3276,7
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,4,GROEN & CO,29,873,1647,2520,2016,4
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,5,VLAAMS BELANG,29,1084,1168,2252,1689,3
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,6,Open Vld,29,686,2774,3460,2966,6
CG,14/10/2018,42025,Wetteren,29,19555,18505,871,7,EEN Wetteren,29,438,1464,1902,1427,3
CG,14/10/2018,34041,Wevelgem,31,24620,23402,1098,1,sp.a,31,726,1070,1796,1198,2
CG,14/10/2018,34041,Wevelgem,31,24620,23402,1098,2,N-VA,31,1122,2899,4021,3447,6
CG,14/10/2018,34041,Wevelgem,31,24620,23402,1098,3,CD&V,31,1554,8945,10499,9916,17
CG,14/10/2018,34041,Wevelgem,31,24620,23402,1098,4,Groen,31,1091,1921,3012,2410,4
CG,14/10/2018,34041,Wevelgem,31,24620,23402,1098,5,VLAAMS BELANG,7,1530,746,2276,1518,2
CG,14/10/2018,34041,Wevelgem,31,24620,23402,1098,6,Open Vld,17,362,338,700,,0
CG,14/10/2018,23103,Wezembeek-Oppem,23,8847,7868,536,7,WOplus,23,368,1341,1709,1425,5
CG,14/10/2018,23103,Wezembeek-Oppem,23,8847,7868,536,8,LB UNION,23,813,4810,5623,5328,18
CG,14/10/2018,42026,Wichelen,21,9194,8730,331,2,N-VA,21,358,866,1224,918,3
CG,14/10/2018,42026,Wichelen,21,9194,8730,331,3,CD&V,14,142,774,916,611,2
CG,14/10/2018,42026,Wichelen,21,9194,8730,331,5,VLAAMS BELANG,7,412,294,706,353,1
CG,14/10/2018,42026,Wichelen,21,9194,8730,331,7,samen,21,607,3950,4557,4232,13
CG,14/10/2018,42026,Wichelen,21,9194,8730,331,8,anders,21,285,711,996,664,2
CG,14/10/2018,37017,Wielsbeke,21,7300,7071,288,2,N-VA,21,305,1064,1369,1096,4
CG,14/10/2018,37017,Wielsbeke,21,7300,7071,288,3,CD&V,21,385,2751,3136,2875,11
CG,14/10/2018,37017,Wielsbeke,21,7300,7071,288,5,VLAAMS BELANG,3,290,333,623,312,1
CG,14/10/2018,37017,Wielsbeke,21,7300,7071,288,7,U.,21,277,1198,1475,1230,5
CG,14/10/2018,37017,Wielsbeke,21,7300,7071,288,8,ONAFHANKELIJK ALTER.,1,69,111,180,,0
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,1,sp.a,13,77,236,313,,0
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,2,N-VA,21,649,1506,2155,1940,9
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,3,CD&V,19,158,600,758,506,2
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,4,Groen,19,209,477,686,458,2
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,5,VLAAMS BELANG,17,285,754,1039,832,4
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,6,Open Vld,5,106,272,378,,0
CG,14/10/2018,11050,Wijnegem,21,7513,6775,202,7,dorpspartij durf!,21,289,955,1244,996,4
CG,14/10/2018,12040,Willebroek,29,18839,17269,760,1,sp.a,29,592,3848,4440,3947,8
CG,14/10/2018,12040,Willebroek,29,18839,17269,760,2,N-VA,29,1493,4899,6392,5936,13
CG,14/10/2018,12040,Willebroek,29,18839,17269,760,3,CD&V,29,335,2191,2526,2021,4
CG,14/10/2018,12040,Willebroek,29,18839,17269,760,4,Groen,29,538,1412,1950,1463,3
CG,14/10/2018,12040,Willebroek,29,18839,17269,760,6,Open Vld,29,337,864,1201,601,1
CG,14/10/2018,37018,Wingene,23,11138,10664,505,2,N-VA,11,564,720,1284,856,2
CG,14/10/2018,37018,Wingene,23,11138,10664,505,3,CD&V,23,488,6463,6951,6565,17
CG,14/10/2018,37018,Wingene,23,11138,10664,505,7,Burgerbelangen,23,442,1482,1924,1540,4
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,1,sp.a-LEFT,13,82,172,254,,0
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,2,N-VA,23,815,2430,3245,2975,11
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,4,Groen,23,306,744,1050,788,3
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,5,VLAAMS BELANG,19,274,640,914,610,2
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,6,Open Vld,23,166,1386,1552,1242,4
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,7,WOMMELGEMSE BELANGEN,23,97,418,515,,0
CG,14/10/2018,11052,Wommelgem,23,9919,8966,231,8,Gemeentebelangen,23,197,1008,1205,904,3
CG,14/10/2018,45061,Wortegem-Petegem,17,5053,4894,126,1,sp.a/onafhankelijk,17,102,399,501,251,1
CG,14/10/2018,45061,Wortegem-Petegem,17,5053,4894,126,2,N-VA/WP2000,17,206,1010,1216,973,4
CG,14/10/2018,45061,Wortegem-Petegem,17,5053,4894,126,3,CD&V,17,95,450,545,273,1
CG,14/10/2018,45061,Wortegem-Petegem,17,5053,4894,126,6,Open Vld,17,345,2161,2506,2298,11
CG,14/10/2018,11053,Wuustwezel,27,15375,14390,497,2,N-VA,27,791,1860,2651,2210,5
CG,14/10/2018,11053,Wuustwezel,27,15375,14390,497,3,CD&V,27,727,6041,6768,6370,16
CG,14/10/2018,11053,Wuustwezel,27,15375,14390,497,5,VLAAMS BELANG,9,525,1028,1553,1036,2
CG,14/10/2018,11053,Wuustwezel,27,15375,14390,497,6,Open Vld,27,218,1277,1495,997,2
CG,14/10/2018,11053,Wuustwezel,27,15375,14390,497,7,PLUS,27,268,1158,1426,951,2
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,2,N-VA ZANDHOVEN,23,841,1547,2388,2047,6
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,3,CD&V,23,434,4238,4672,4361,14
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,4,Groen,23,325,545,870,435,1
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,5,VLAAMS BELANG,23,354,710,1064,710,2
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,6,Open Vld,5,94,132,226,,0
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,7,Zandhoven 2018,8,41,94,135,,0
CG,14/10/2018,11054,Zandhoven,23,10442,9658,226,8,Gemeentebelangen,1,26,51,77,,0
CG,14/10/2018,23094,Zaventem,31,20675,18459,906,2,N-VA,31,839,3031,3870,3387,7
CG,14/10/2018,23094,Zaventem,31,20675,18459,906,3,CD&V,31,329,2193,2522,2018,4
CG,14/10/2018,23094,Zaventem,31,20675,18459,906,6,Open Vld,31,744,4958,5702,5264,12
CG,14/10/2018,23094,Zaventem,31,20675,18459,906,7,U.F.,31,1525,1861,3386,2903,6
CG,14/10/2018,23094,Zaventem,31,20675,18459,906,8,PRO ZAVENTEM,31,386,1023,1409,940,2
CG,14/10/2018,23094,Zaventem,31,20675,18459,906,9,Leef !,13,207,457,664,,0
CG,14/10/2018,31040,Zedelgem,27,18081,17054,689,1,SAMEN sp.a,27,432,577,1009,505,1
CG,14/10/2018,31040,Zedelgem,27,18081,17054,689,2,N-VA,27,829,1400,2229,1672,3
CG,14/10/2018,31040,Zedelgem,27,18081,17054,689,3,CD&V-NIEUW,27,754,8859,9613,9133,19
CG,14/10/2018,31040,Zedelgem,27,18081,17054,689,4,Groen,27,853,991,1844,1230,2
CG,14/10/2018,31040,Zedelgem,27,18081,17054,689,5,VLAAMS BELANG,13,921,613,1534,1023,2
CG,14/10/2018,31040,Zedelgem,27,18081,17054,689,7,Lijst.8210,1,64,72,136,,0
CG,14/10/2018,42028,Zele,27,15498,14429,501,1,sp.a,11,102,1134,1236,824,2
CG,14/10/2018,42028,Zele,27,15498,14429,501,2,N-VA- Zele Vlakaf,27,492,1554,2046,1637,4
CG,14/10/2018,42028,Zele,27,15498,14429,501,3,CD&V,27,532,4180,4712,4350,12
CG,14/10/2018,42028,Zele,27,15498,14429,501,6,Open Vld,27,319,2466,2785,2388,6
CG,14/10/2018,42028,Zele,27,15498,14429,501,7,Leefbaarder Zele,27,247,1240,1487,1116,3
CG,14/10/2018,42028,Zele,27,15498,14429,501,8,ZDB,27,97,617,714,,0
CG,14/10/2018,42028,Zele,27,15498,14429,501,9,VMC,13,8,99,107,,0
CG,14/10/2018,42028,Zele,27,15498,14429,501,10,B.U.B. - ZELE,2,38,91,129,,0
CG,14/10/2018,42028,Zele,27,15498,14429,501,11,Vlaams Beleid-Zele,14,284,428,712,,0
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,1,sp.a,23,394,1675,2069,1811,7
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,2,N-VA,21,246,311,557,279,1
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,5,VLAAMS BELANG,3,346,260,606,303,1
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,7,VLD-SD,23,281,1900,2181,1909,7
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,8,PVDA,23,555,1339,1894,1624,6
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,9,ZELZATE POSITIEF,23,116,475,591,296,1
CG,14/10/2018,43018,Zelzate,23,9250,8688,380,10,TeZamen Zelzate,16,68,342,410,,0
CG,14/10/2018,23096,Zemst,27,17998,16894,407,1,sp.a,27,256,1006,1262,631,1
CG,14/10/2018,23096,Zemst,27,17998,16894,407,2,N-VA,27,979,3280,4259,3786,8
CG,14/10/2018,23096,Zemst,27,17998,16894,407,3,CD&V,27,502,4074,4576,4119,9
CG,14/10/2018,23096,Zemst,27,17998,16894,407,4,Groen,27,652,967,1619,1080,2
CG,14/10/2018,23096,Zemst,27,17998,16894,407,5,VLAAMS BELANG,17,463,649,1112,556,1
CG,14/10/2018,23096,Zemst,27,17998,16894,407,6,Open Vld,27,404,972,1376,918,2
CG,14/10/2018,23096,Zemst,27,17998,16894,407,7,Vlam,27,494,1789,2283,1827,4
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,1,sp.a,9,145,323,468,,0
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,2,N-VA,27,1532,3552,5084,4661,11
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,3,CD&V,27,404,3383,3787,3367,8
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,4,Groen,27,505,940,1445,964,2
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,5,VLAAMS BELANG,24,568,1091,1659,1106,2
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,6,Open Vld,27,383,756,1139,570,1
CG,14/10/2018,11055,Zoersel,27,17240,15734,346,7,h-EERLIJK ZOERSEL,27,530,1276,1806,1355,3
CG,14/10/2018,71066,Zonhoven,27,16586,15544,718,2,N-VA,27,757,1638,2395,1916,4
CG,14/10/2018,71066,Zonhoven,27,16586,15544,718,3,CD&V - GROEN,27,507,2019,2526,2021,4
CG,14/10/2018,71066,Zonhoven,27,16586,15544,718,5,VLAAMS BELANG,12,574,881,1455,970,2
CG,14/10/2018,71066,Zonhoven,27,16586,15544,718,6,Open Vld,27,849,5514,6363,5939,14
CG,14/10/2018,71066,Zonhoven,27,16586,15544,718,7,ZONSHOVEN,27,301,1786,2087,1566,3
CG,14/10/2018,33037,Zonnebeke,23,9699,9256,543,2,N-VA,14,511,785,1296,972,3
